timestamp,open,high,low,close,volume,datetime,symbol,exchange,timeframe
1738202400000,234.49,237.62,233.49,237.59,188398.481,2025-01-30 02:00:00,SOL/USDT,binance,1h
1738206000000,104663.19,105300.0,104493.16,105196.0,1481.85543,2025-01-30 03:00:00,BTC/USDT,binance,1h
1738206000000,3155.36,3202.58,3153.64,3201.5,19041.8865,2025-01-30 03:00:00,ETH/USDT,binance,1h
1738206000000,237.6,241.01,236.96,240.24,205771.526,2025-01-30 03:00:00,SOL/USDT,binance,1h
1738209600000,105196.0,105595.81,104842.37,105478.0,858.83312,2025-01-30 04:00:00,BTC/USDT,binance,1h
1738209600000,3201.5,3215.73,3187.42,3196.81,16348.1275,2025-01-30 04:00:00,ETH/USDT,binance,1h
1738209600000,240.25,241.67,239.34,240.87,163654.337,2025-01-30 04:00:00,SOL/USDT,binance,1h
1738213200000,105478.0,105520.0,104996.97,105375.7,805.9002,2025-01-30 05:00:00,BTC/USDT,binance,1h
1738213200000,3196.83,3198.9,3182.75,3194.99,6973.1447,2025-01-30 05:00:00,ETH/USDT,binance,1h
1738213200000,240.87,242.13,239.03,240.33,282431.786,2025-01-30 05:00:00,SOL/USDT,binance,1h
1738216800000,105375.7,105580.16,105163.44,105184.37,552.50647,2025-01-30 06:00:00,BTC/USDT,binance,1h
1738216800000,3194.99,3208.38,3184.68,3186.1,8506.3978,2025-01-30 06:00:00,ETH/USDT,binance,1h
1738216800000,240.34,240.79,238.45,238.85,108020.678,2025-01-30 06:00:00,SOL/USDT,binance,1h
1738220400000,105184.38,105348.0,104799.66,105132.07,577.84515,2025-01-30 07:00:00,BTC/USDT,binance,1h
1738220400000,3186.11,3194.8,3178.76,3191.04,9443.6084,2025-01-30 07:00:00,ETH/USDT,binance,1h
1738220400000,238.85,239.66,237.2,238.9,93962.926,2025-01-30 07:00:00,SOL/USDT,binance,1h
1738224000000,105132.07,105368.84,104925.26,105060.01,472.13816,2025-01-30 08:00:00,BTC/USDT,binance,1h
1738224000000,3191.04,3211.35,3181.1,3205.01,10707.1441,2025-01-30 08:00:00,ETH/USDT,binance,1h
1738224000000,238.9,240.28,238.01,239.67,93571.971,2025-01-30 08:00:00,SOL/USDT,binance,1h
1738227600000,105060.01,105534.0,105021.36,105412.05,501.17589,2025-01-30 09:00:00,BTC/USDT,binance,1h
1738227600000,3205.01,3229.82,3200.59,3221.54,15474.3777,2025-01-30 09:00:00,ETH/USDT,binance,1h
1738227600000,239.68,241.39,239.61,240.48,106239.651,2025-01-30 09:00:00,SOL/USDT,binance,1h
1738231200000,105412.05,105412.06,105117.63,105345.4,363.29061,2025-01-30 10:00:00,BTC/USDT,binance,1h
1738231200000,3221.55,3223.0,3207.76,3219.69,7730.8201,2025-01-30 10:00:00,ETH/USDT,binance,1h
1738231200000,240.47,241.58,239.22,241.48,74989.568,2025-01-30 10:00:00,SOL/USDT,binance,1h
1738234800000,105345.41,105392.0,105078.01,105300.63,353.61117,2025-01-30 11:00:00,BTC/USDT,binance,1h
1738234800000,3219.69,3227.8,3214.74,3222.71,9588.3875,2025-01-30 11:00:00,ETH/USDT,binance,1h
1738234800000,241.48,241.94,240.41,241.77,108471.662,2025-01-30 11:00:00,SOL/USDT,binance,1h
1738238400000,105300.63,105312.93,104836.85,105020.0,440.08456,2025-01-30 12:00:00,BTC/USDT,binance,1h
1738238400000,3222.71,3224.28,3209.24,3220.01,8195.6106,2025-01-30 12:00:00,ETH/USDT,binance,1h
1738238400000,241.77,242.0,239.43,239.89,97337.008,2025-01-30 12:00:00,SOL/USDT,binance,1h
1738242000000,105020.01,105367.57,104836.58,104879.99,806.07062,2025-01-30 13:00:00,BTC/USDT,binance,1h
1738242000000,3220.0,3275.97,3215.76,3263.14,35312.3398,2025-01-30 13:00:00,ETH/USDT,binance,1h
1738242000000,239.89,241.93,239.11,240.95,124710.382,2025-01-30 13:00:00,SOL/USDT,binance,1h
1738245600000,104879.99,106222.08,104660.0,105920.57,2212.13745,2025-01-30 14:00:00,BTC/USDT,binance,1h
1738245600000,3263.14,3281.0,3241.05,3271.24,40826.8424,2025-01-30 14:00:00,ETH/USDT,binance,1h
1738245600000,240.94,242.75,239.21,242.14,181855.784,2025-01-30 14:00:00,SOL/USDT,binance,1h
1738249200000,105920.57,106457.44,105353.85,105564.0,2128.51885,2025-01-30 15:00:00,BTC/USDT,binance,1h
1738249200000,3271.23,3280.0,3248.31,3255.3,30854.1148,2025-01-30 15:00:00,ETH/USDT,binance,1h
1738249200000,242.14,244.7,240.65,241.09,308270.748,2025-01-30 15:00:00,SOL/USDT,binance,1h
1738252800000,105563.99,106013.01,105455.3,105696.96,992.31396,2025-01-30 16:00:00,BTC/USDT,binance,1h
