timestamp,open,high,low,close,volume,datetime,symbol,exchange,timeframe
1760835600000,106898.03,106988.81,106734.17,106973.26,184.14483,2025-10-19 01:00:00,BTC/USDT,binance,1h
1760835600000,3869.17,3876.63,3855.7,3874.0,6746.7079,2025-10-19 01:00:00,ETH/USDT,binance,1h
1760835600000,185.76,185.88,184.88,185.86,45838.077,2025-10-19 01:00:00,SOL/USDT,binance,1h
1760839200000,106973.27,107000.0,106805.05,106847.02,121.85742,2025-10-19 02:00:00,BTC/USDT,binance,1h
1760839200000,3874.0,3875.69,3865.15,3872.95,4146.0375,2025-10-19 02:00:00,ETH/USDT,binance,1h
1760839200000,185.86,185.96,185.23,185.77,39467.282,2025-10-19 02:00:00,SOL/USDT,binance,1h
1760842800000,106847.03,107367.16,106802.32,107275.78,358.14644,2025-10-19 03:00:00,BTC/USDT,binance,1h
1760842800000,3872.96,3906.57,3868.51,3906.29,12776.0303,2025-10-19 03:00:00,ETH/USDT,binance,1h
1760842800000,185.77,187.14,184.96,187.04,82231.347,2025-10-19 03:00:00,SOL/USDT,binance,1h
1760846400000,107275.79,107290.0,106949.9,107046.9,256.58858,2025-10-19 04:00:00,BTC/USDT,binance,1h
1760846400000,3906.3,3908.17,3891.6,3903.27,13818.0513,2025-10-19 04:00:00,ETH/USDT,binance,1h
1760846400000,187.03,187.14,186.38,186.83,57556.399,2025-10-19 04:00:00,SOL/USDT,binance,1h
1760850000000,107046.89,107180.0,106794.23,106888.59,516.95583,2025-10-19 05:00:00,BTC/USDT,binance,1h
1760850000000,3903.26,3921.61,3894.5,3897.21,16046.6464,2025-10-19 05:00:00,ETH/USDT,binance,1h
1760850000000,186.84,187.69,186.32,186.56,48960.476,2025-10-19 05:00:00,SOL/USDT,binance,1h
1760853600000,106888.6,106909.98,106558.61,106777.75,315.62124,2025-10-19 06:00:00,BTC/USDT,binance,1h
1760853600000,3897.22,3901.13,3873.91,3881.48,10901.8292,2025-10-19 06:00:00,ETH/USDT,binance,1h
1760853600000,186.56,186.92,185.19,185.57,41285.457,2025-10-19 06:00:00,SOL/USDT,binance,1h
1760857200000,106777.75,106912.08,106702.0,106786.0,158.03024,2025-10-19 07:00:00,BTC/USDT,binance,1h
1760857200000,3881.48,3893.51,3877.86,3888.01,8195.5779,2025-10-19 07:00:00,ETH/USDT,binance,1h
1760857200000,185.57,186.14,185.24,185.9,32002.055,2025-10-19 07:00:00,SOL/USDT,binance,1h
1760860800000,106786.0,107203.29,106278.74,106443.95,969.35569,2025-10-19 08:00:00,BTC/USDT,binance,1h
